Name EN,Name CN
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 1),阿鲁拉姆之翼-烧尘之空之彼方
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 2),阿鲁拉姆之翼-烧尘之空之彼方
Alnam no Tsubasa - Shoujin no Sora no Kanata e (Japan) (Disc 3),阿鲁拉姆之翼-烧尘之空之彼方
"Alone in the Dark - Jack Is Back (Europe) (En,Fr,De,Es,It)",鬼屋魔影 独眼杰克复仇
Alone in the Dark - One-Eyed Jack's Revenge (USA),鬼屋魔影-独眼杰克的报复
Alone in the Dark - The New Nightmare (Europe) (Disc 1),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (Europe) (Disc 2),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (France) (Disc 1),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (France) (Disc 2),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (Germany) (Disc 1),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (Germany) (Disc 2),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (Italy) (Disc 1),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (Italy) (Disc 2),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (Spain) (Disc 1),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (Spain) (Disc 2),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (USA) (Disc 1),鬼屋魔影4-新的噩梦
Alone in the Dark - The New Nightmare (USA) (Disc 2),鬼屋魔影4-新的噩梦
Alone in the Dark 2 (Japan),鬼屋2
Alundra (Europe),阿兰朵拉
Alundra (France),阿兰朵拉
Alundra (Germany),阿兰朵拉
Alundra (Italy),阿兰朵拉
Alundra (Japan),阿兰朵拉
Alundra (Spain),阿兰朵拉
Alundra (USA),阿兰朵拉
Alundra (USA) (Rev 1),阿兰朵拉
Alundra 2 - A New Legend Begins (Europe),阿兰朵拉2
Alundra 2 - A New Legend Begins (USA),阿兰朵拉2
Alundra 2 - Der Beginn einer neuen Legende (Germany),阿兰朵拉2
Alundra 2 - Mashinka no Nazo (Japan),阿兰多拉2 新的传奇开始
Alundra 2 - Une Legende Est Nee (France),阿兰朵拉2
"Amazing Virtual Sea-Monkeys, The (Europe) (En,Fr,De,Es,It,Nl,Pt)",神奇海洋猴精灵
"Amazing Virtual Sea-Monkeys, The (USA) (En,Es)",神奇海洋猴精灵
America Oudan Ultra Quiz (Japan),横断美国问答v1.0
America Oudan Ultra Quiz (Japan) (Fukkokuban),横断美国问答v1.0
American Pool (Europe),美式桌球
American Pool (USA),美式桌球
Andretti Racing (Europe),明星大赛
Andretti Racing (France),明星大赛
Andretti Racing (Germany),明星大赛
Andretti Racing (Japan),明星大赛
Andretti Racing (USA),明星大赛
Angel Blade - Neo Tokyo Guardians (Japan),天使之刃
Angel Blade - Neo Tokyo Guardians (Japan) (Major Wave),天使之刃
Angelique Special (Japan),安琪莉可
Angelique Special 2 (Japan),安琪莉可2-不思议国度
Angelique Special 2 (Japan) (Premium Box),安琪莉可2-不思议国度
Animaniacs - Ten Pin Alley (USA),大满贯保龄球
Animetic Story Game 1 - Cardcaptor Sakura (Japan) (Disc 1),库洛魔法使
Animetic Story Game 1 - Cardcaptor Sakura (Japan) (Disc 2),库洛魔法使
Animorphs - Shattered Reality (USA),破碎的世界
Anna Kournikova's Smash Court Tennis (Europe),安娜库尔尼科娃的扣杀球场
Anna Kournikova's Smash Court Tennis (Europe) (Rev 1),安娜库尔尼科娃的扣杀球场
Another Mind (Japan),异色回忆
Ao no 6-gou - Antarctica (Japan) (Disc 1),青之六号-南极洲
Ao no 6-gou - Antarctica (Japan) (Disc 2),青之六号-南极洲
Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan),苍狼与白鹿-元朝秘史
Aozora to Nakama-tachi - Yume no Bouken Plus (Japan),梦的冒险
Ape Escape - La Invasion de los Monos (Spain),捉猴啦
Ape Escape (Europe),捉猴啦
Ape Escape (France),捉猴啦
Ape Escape (Germany),捉猴啦
Ape Escape (Italy),捉猴啦
Ape Escape (USA),捉猴啦
Apocalypse (Europe),启示录
Apocalypse (France),启示录
Apocalypse (Germany),启示录
Apocalypse (Italy),启示录
Apocalypse (Japan),启示录
Apocalypse (USA),启示录
Aquanaut no Kyuujitsu - Memories of Summer 1996 (Japan),潜水员的假日-夏之回忆
Aquanaut no Kyuujitsu - Memories of Summer 1996 (Japan) (Artdink Best Choice),潜水员的假日-夏之回忆
Aquanaut no Kyuujitsu (Japan),潜水员的假日
Aquanaut's Holiday (Europe),潜水员的假日
Aquanaut's Holiday (USA),潜水员的假日
Aquarian Age - Tokyo Wars (Japan),水瓶新世纪-东京战争
Arc the Lad - Monster Game with Casino Game (Japan) (Disc 1) (Monster Game),妖精战士-怪物赌博
Arc the Lad - Monster Game with Casino Game (Japan) (Disc 2) (Casino Game),妖精战士-怪物赌博
Arc the Lad (Japan),亚克传承
Arc the Lad (Japan) (Rev 1),亚克传承
Arc the Lad Collection - Arc Arena - Monster Tournament (USA),妖精战士-怪兽锦标赛
Arc the Lad Collection - Arc the Lad (USA),妖精战士
Arc the Lad Collection - Arc the Lad II (USA),妖精战士2
Arc the Lad Collection - Arc the Lad III (USA) (Disc 1),妖精战士3
Arc the Lad Collection - Arc the Lad III (USA) (Disc 2),妖精战士3
Arc the Lad II (Japan),妖精战士2v1.0
Arc the Lad II (Japan) (Rev 1),妖精战士2v1.0
Arc the Lad III (Japan) (Disc 1),妖精战士3
Arc the Lad III (Japan) (Disc 1) (Rev 1),妖精战士3
Arc the Lad III (Japan) (Disc 2),妖精战士3
Arc the Lad III (Japan) (Disc 2) (Rev 1),妖精战士3
Arcade Hits - Crazy Climber (Japan),疯狂攀爬
Arcade Hits - Magical Drop (Japan),魔法气泡
Arcade Hits - Raiden (Japan),雷电
Arcade Hits - Sonic Wings Special (Japan),音速战机特别版
Arcade Hits - Suiko Enbu - Outlaws of the Lost Dynasty (Japan),水浒演武
"Arcade Party Pak (Europe, Australia)",街机合集
Arcade Party Pak (USA),街机合集
Arcade's Greatest Hits - The Atari Collection 1 (Europe),街机的点击-雅达利收藏1
Arcade's Greatest Hits - The Atari Collection 1 (USA),街机的点击-雅达利收藏1
Arcade's Greatest Hits - The Atari Collection 2 (Europe),街机的点击-雅达利收藏2
Arcade's Greatest Hits - The Atari Collection 2 (USA),街机的点击-雅达利收藏2
Arcade's Greatest Hits - The Midway Collection 2 (Europe),街机的点击-中途收藏2
Arcade's Greatest Hits - The Midway Collection 2 (USA),街机的点击-中途收藏2
"Area 51 (Europe) (En,Fr,De,Es)",51区
"Area 51 (Europe) (En,Fr,De,Es) (Midway Classics)",51区
Area 51 (Japan),51区
Area 51 (Japan) (Special Pack),51区
Area 51 (USA),51区
Area 51 (USA) (Rev 1),51区
Arkanoid R 2000 (Japan),打砖块2000
Arkanoid Returns (Japan),打砖块回归
Armored Core - Master of Arena (Japan) (Disc 1),装甲核心-竞技场之王
Armored Core - Master of Arena (Japan) (Disc 1) (PSone Books),装甲核心-竞技场之王
Armored Core - Master of Arena (Japan) (Disc 2),装甲核心-竞技场之王
Armored Core - Master of Arena (Japan) (Disc 2) (PSone Books),装甲核心-竞技场之王
Armored Core - Master of Arena (USA) (Disc 1),装甲核心-竞技场之王
Armored Core - Master of Arena (USA) (Disc 2),装甲核心-竞技场之王
Armored Core - Project Phantasma (Japan),装甲核心-幻想计画
Armored Core - Project Phantasma (Japan) (PlayStation the Best),装甲核心-幻想计画
Armored Core - Project Phantasma (Japan) (Rev 1),装甲核心-幻想计画
Armored Core - Project Phantasma (USA),装甲核心-幻想计画
"Armored Core (Europe) (En,Fr,De,Es,It)",装甲核心
Armored Core (Japan),装甲核心
Armored Core (Japan) (Rev 1),装甲核心
Armored Core (USA),装甲核心
Armored Core (USA) (Reprint),装甲核心
"Armorines - Project S.W.A.R.M. (Europe) (En,Fr,Es,It)",装甲兵器
Armorines - Project S.W.A.R.M. (Germany),装甲兵器
Armorines - Project S.W.A.R.M. (Japan),装甲兵器
Armorines - Project S.W.A.R.M. (USA),装甲兵器
"Army Men - Air Attack (Europe) (En,Es,It)",玩具军人-空中突袭
"Army Men - Air Attack (Europe) (En,Fr,De)",玩具军人-空中突袭
Army Men - Air Attack (USA),玩具军人-空中突袭
Army Men - Air Attack 2 (Europe),玩具军人-空中突袭2
Army Men - Air Attack 2 (France),玩具军人-空中突袭2
Army Men - Air Attack 2 (Germany),玩具军人-空中突袭2
Army Men - Air Attack 2 (Italy),玩具军人-空中突袭2
Army Men - Air Attack 2 (Spain),玩具军人-空中突袭2
Army Men - Air Attack 2 (USA),玩具军人-空中突袭2
Army Men - Green Rogue (USA),玩具军人-绿流氓
"Army Men - Land, Sea, Air (Europe) (En,Fr,De,Es,It)",玩具兵人-世界大战-海陆空
"Army Men - Lock 'n' Load (Europe) (En,Fr,De,Es,It)",玩具兵人-世界大战-最后前线
"Army Men - Omega Soldier (Europe) (En,Fr,De,Es,It)",玩具军人-绿流氓
"Army Men - Operation Meltdown (Europe) (En,Fr,De,Es,It)",玩具军人-世界大战
Army Men - Sarge's Heroes (Europe),玩具兵人-英雄军士
Army Men - Sarge's Heroes (France),玩具兵人-英雄军士
Army Men - Sarge's Heroes (Germany),玩具兵人-英雄军士
Army Men - Sarge's Heroes (Italy),玩具兵人-英雄军士
Army Men - Sarge's Heroes (Spain),玩具兵人-英雄军士
Army Men - Sarge's Heroes (USA),玩具兵人-英雄军士
"Army Men - Sarge's Heroes 2 (Europe) (En,Fr,De,Es,It)",玩具兵人-英雄军士2
Army Men - Sarge's Heroes 2 (USA),玩具兵人-英雄军士2
"Army Men - Team Assault (Europe) (En,Fr,De,Es,It)",玩具兵人-世界大战-团队进攻
Army Men - World War - Final Front (USA),玩具兵人-世界大战-最后前线
"Army Men - World War - Land, Sea, Air (USA)",玩具兵人-世界大战-海陆空
Army Men - World War - Team Assault (USA),玩具兵人-世界大战-团队进攻
Army Men - World War (USA),玩具军人-世界大战
"Army Men 3D (Europe) (En,Fr,De)",玩具兵人3D
Army Men 3D (USA),玩具兵人3D
Art Camion - Geijutsuden (Japan),艺术传
Art Camion - Sugorokuden (Japan),爆走大富翁-双六传
Arthur to Astaroth no Nazo Makaimura - Incredible Toons (Japan),迷之魔界村
Arthur! Ready to Race (USA),亚瑟-准备比赛
Assault - Retribution (USA),星河战队
"Assault (Europe) (En,Fr,De,Es,It)",星河战队
Assault Rigs (Europe),攻击炮塔
Assault Rigs (Japan),攻击炮塔
Assault Rigs (USA),攻击炮塔
Assault Suits Valken 2 (Japan),重装机兵2
"Asterix (Europe) (De,Es,It) (Rev 1)",阿斯泰利克斯历险记
"Asterix (Europe) (En,Fr,De,Nl)",阿斯泰利克斯历险记
"Asterix (Europe) (En,Fr,Es,It)",阿斯泰利克斯历险记
"Asterix (Europe) (En,Fr,Nl) (Rev 1)",阿斯泰利克斯历险记
Asteroids (Europe),太空殒石歼灭战
Asteroids (France),太空殒石歼灭战
Asteroids (Germany),太空殒石歼灭战
Asteroids (Italy),太空殒石歼灭战
Asteroids (USA),太空殒石歼灭战
Astro Trooper Vanark (Japan),宇宙机动VANARK
Astronoka (Japan) (Disc 1),宇宙农场
Asuka 120% Excellent - Burning Fest. Excellent (Japan),飞鸟120%-燃烧的学园祭 完美少女
Asuka 120% Final - Burning Fest. Final (Japan),飞鸟120%-燃烧的学园祭 最终版
Atari Anniversary Edition Redux (Europe),雅达利周年纪念版终极版
Atari Anniversary Edition Redux (USA),雅达利周年纪念版终极版
Atelier Elie - Elie no Atelier - Salburg no Renkinjutsushi 2 (Japan),艾莉的工作室-扎尔布尔克的炼金术士2
Atelier Elie - Elie no Atelier - Salburg no Renkinjutsushi 2 (Japan) (PlayStation the Best),艾莉的工作室-扎尔布尔克的炼金术士2
Athena - Awakening from the Ordinary Life (Japan) (Disc 1),雅典娜
Athena - Awakening from the Ordinary Life (Japan) (Disc 2),雅典娜
Athena - Awakening from the Ordinary Life (Japan) (Disc 3),雅典娜
"A-Train - Trains, Power, Money (USA) (En,Ja,Fr,De)",A列车
"ATV - Quad Power Racing (Europe) (En,Fr,De)",越野机车热力赛
ATV - Quad Power Racing (Japan),越野机车热力赛
ATV - Quad Power Racing (USA),越野机车热力赛
"ATV Mania (Europe) (En,Fr,De,It)",越野机车疯狂
ATV Mania (USA),越野机车疯狂
ATV Racers (Europe),越野机车挑战赛
ATV Racers (USA),越野机车挑战赛
Aubirdforce (Japan),太空力量
Aubirdforce (Japan) (Shokai Genteiban),太空力量
Aura Battler Dunbine - Seisenshi Densetsu (Japan) (Rev 1),圣战士丹拜因
"Austin Powers Pinball (Europe) (En,Fr,De)",王牌大间谍弹子球
Austin Powers Pinball (USA),王牌大间谍弹子球
"Auto Destruct (Europe) (En,Fr,De,Es,Sv)",自动毁灭装置
Auto Destruct (USA),自动毁灭装置
Ayakashi Ninden Kunoichiban (Japan) (Disc 1),学园忍者
Ayakashi Ninden Kunoichiban (Japan) (Disc 2),学园忍者
Azito (Japan),秘密基地建设
Azito (Japan) (Major Wave),秘密基地建设
Azito 2 (Japan),秘密基地建设2
Azito 3 (Japan),秘密基地建设3
Azumanga Donjara Daiou (Japan),阿兹漫画大王麻将牌
"Azure Dreams (Europe) (En,Fr,De)",魔物之塔
Azure Dreams (USA),魔物之塔
B Senjou no Alice - Alice on Borderlines (Japan) (Disc 1),乙战场上的爱丽丝-爱丽丝界线
B Senjou no Alice - Alice on Borderlines (Japan) (Disc 2),乙战场上的爱丽丝-爱丽丝界线
B Senjou no Alice - Alice on Borderlines (Japan) (Disc 3),乙战场上的爱丽丝-爱丽丝界线
B. L. U. E. - Legend of Water (Japan),蔚蓝 - 水之传奇
Backgammon (Japan),西洋双陆棋
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 1),Back Guiner-觉醒篇 Guiner转生
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 2),Back Guiner-觉醒篇 Guiner转生
Backstreet Billiards (USA),后街桌球
Backyard Soccer (USA),后院足球
Bakuretsu Soccer (Japan),爆裂足球
Bakuten Shoot Beyblade - Bey Battle Tournament (Japan),陀螺战记
Bakuten Shoot Beyblade 2002 - Bey Battle Tournament 2 (Japan),爆转陀螺2002
Baldies (Europe),光头乐园
Baldies (USA),光头乐园
Baldy Land (Japan),光头乐园
Ball Breakers (USA),球断路器
BallBlazer Champions (Europe),室内足球
BallBlazer Champions (Germany),室内足球
BallBlazer Champions (Italy),室内足球
BallBlazer Champions (Japan),室内足球
BallBlazer Champions (Spain),室内足球
Ballblazer Champions (USA),室内足球
Ballerburg - Castle Chaos (USA),围城之战-混沌城堡
Ballerburg (Europe),围城之战-混沌城堡
Ballerburg (Germany),围城之战-混沌城堡
"Ballistic (Europe) (En,Fr,De)",气球方块
Ballistic (USA),气球方块
Baphomets Fluch (Germany),断剑-圣堂武士之谜
Baphomets Fluch II - Die Spiegel der Finsternis (Germany),断剑2-烟镜
Barbie - Aventure Equestre (France),芭比-骑马比赛
Barbie - Aventuriere (France),芭比-探险者
Barbie - Esploratrice (Italy),芭比-探险者
Barbie - Explorer (Europe),芭比-探险者
Barbie - Explorer (Germany),芭比-探险者
Barbie - Explorer (Spain),芭比-探险者
Barbie - Explorer (USA),芭比-探险者
Barbie - Gotta Have Games (USA),芭比-一起玩游戏吧
Barbie - Race & Ride (Europe),芭比-骑马比赛
Barbie - Race & Ride (Germany),芭比-骑马比赛
Barbie - Race & Ride (Italy),芭比-骑马比赛
Barbie - Race & Ride (Spain),芭比-骑马比赛
Barbie - Race & Ride (USA),芭比-骑马比赛
Barbie - Sports Extreme (France),芭比-超级冲浪
Barbie - Super Sport (Germany),芭比-超级冲浪
Barbie - Super Sports (Europe),芭比-超级冲浪
Barbie - Super Sports (Italy),芭比-超级冲浪
Barbie - Super Sports (Spain),芭比-超级冲浪
Barbie - Super Sports (USA),芭比-超级冲浪
Baroque Syndrome (Japan),巴罗克风格症侯群
Baseball - Pro-nami Kusayakyuu! (Japan),大联盟棒球
Baseball Navigator (Japan),棒球导航
Bases Loaded '96 - Double Header (USA),满垒96
Bass Landing (Japan),钓鲈高手
Bass Landing (USA),钓鲈高手
Bass Landing 2 (Japan),鲈钓高手2
Bass Landing 2 (Japan) (Special Fishing Set),鲈钓高手2
Bass Rise (USA),捕鱼行动
Bastard!! Utsuronaru Kamigami no Utsuwa (Japan),暗黑破坏神-虚无的神器
Bastard!! Utsuronaru Kamigami no Utsuwa (Japan) (Rev 1),暗黑破坏神-虚无的神器
"Batman - Gotham City Racer (Europe) (En,Fr,De,Es,It,Nl)",蝙蝠侠-高谭市赛车
Batman - Gotham City Racer (USA),蝙蝠侠-高谭市赛车
"Batman & Robin (Europe) (En,Fr,De,Es)",蝙蝠侠与罗宾
Batman & Robin (Italy),蝙蝠侠与罗宾
Batman & Robin (USA),蝙蝠侠与罗宾
Batman Beyond - Return of the Joker (USA),未来蝙蝠侠-小丑归来
Batman Forever - The Arcade Game (Europe),永远的蝙蝠侠-街机版
Batman Forever - The Arcade Game (Japan),永远的蝙蝠侠-街机版
Batman Forever - The Arcade Game (USA),永远的蝙蝠侠-街机版
"Batman of the Future - Return of the Joker (Europe) (En,Fr,De)",未来蝙蝠侠 小丑回归
Battle Arena Nitoushinden (Japan),Q版斗神传
Battle Arena Toshinden (Europe),斗神传
Battle Arena Toshinden (USA),斗神传
Battle Arena Toshinden 2 (Europe),斗神传2
Battle Arena Toshinden 2 (USA),斗神传2
Battle Arena Toshinden 3 (Europe),斗神传3
"Battle Arena Toshinden 3 (USA) (En,Ja)",斗神传3
Battle Arena Toushinden 2 (Japan),斗神传2
Battle Arena Toushinden 2 Plus (Japan),斗神传2
Battle Arena Toushinden 3 (Japan),斗神传3
